Offset
+0.00000000e+000	 	 +0.00000000e+000	 	 

Scaling Factor
+1.00000000e-004	 	+1.00000000e-004	 	
Time (X)	 XY Position (X)	 Time (Y)	 XY Position (Y)	 
+5.70000000e-002 	+2.04429800e+002 	+5.70000000e-002 	+2.05845500e+002 	
+5.80000000e-002 	+2.04429800e+002 	+5.80000000e-002 	+2.05845500e+002 	
+5.90000000e-002 	+2.04429800e+002 	+5.90000000e-002 	+2.05845500e+002 	
+6.00000000e-002 	+2.04429800e+002 	+6.00000000e-002 	+2.05845500e+002 	
+6.10000000e-002 	+2.04429800e+002 	+6.10000000e-002 	+2.05845500e+002 	
+6.22500000e-002 	+2.04429800e+002 	+6.22500000e-002 	+2.05845500e+002 	
+6.40000000e-002 	+2.04429800e+002 	+6.40000000e-002 	+2.05845500e+002 	
+6.50000000e-002 	+2.04429800e+002 	+6.50000000e-002 	+2.05845500e+002 	
+6.60000000e-002 	+2.04429800e+002 	+6.60000000e-002 	+2.05845500e+002 	
+6.70000000e-002 	+2.04429800e+002 	+6.70000000e-002 	+2.05845500e+002 	
+6.80000000e-002 	+2.04429800e+002 	+6.80000000e-002 	+2.05845500e+002 	
+6.90000000e-002 	+2.04429800e+002 	+6.90000000e-002 	+2.05845500e+002 	
+7.00000000e-002 	+2.04429800e+002 	+7.00000000e-002 	+2.05845500e+002 	
+7.10000000e-002 	+2.04429800e+002 	+7.10000000e-002 	+2.05845500e+002 	
+7.22500000e-002 	+2.04429800e+002 	+7.22500000e-002 	+2.05845500e+002 	
+7.40000000e-002 	+2.04429800e+002 	+7.40000000e-002 	+2.05845500e+002 	
+7.50000000e-002 	+2.04429800e+002 	+7.50000000e-002 	+2.05845500e+002 	
+7.60000000e-002 	+2.04429800e+002 	+7.60000000e-002 	+2.05845500e+002 	
+7.70000000e-002 	+2.04429800e+002 	+7.70000000e-002 	+2.05845500e+002 	
+7.80000000e-002 	+2.04429800e+002 	+7.80000000e-002 	+2.05845500e+002 	
+7.90000000e-002 	+2.04429800e+002 	+7.90000000e-002 	+2.05845500e+002 	
+8.00000000e-002 	+2.04429800e+002 	+8.00000000e-002 	+2.05845500e+002 	
+8.10000000e-002 	+2.04429800e+002 	+8.10000000e-002 	+2.05845500e+002 	
+8.22500000e-002 	+2.04429800e+002 	+8.22500000e-002 	+2.05845500e+002 	
+8.40000000e-002 	+2.04429800e+002 	+8.40000000e-002 	+2.05845500e+002 	
+8.50000000e-002 	+2.04429800e+002 	+8.50000000e-002 	+2.05845500e+002 	
+8.60000000e-002 	+2.04429800e+002 	+8.60000000e-002 	+2.05845500e+002 	
+8.70000000e-002 	+2.04429800e+002 	+8.70000000e-002 	+2.05845500e+002 	
+8.80000000e-002 	+2.04429800e+002 	+8.80000000e-002 	+2.05845500e+002 	
+8.90000000e-002 	+2.04429800e+002 	+8.90000000e-002 	+2.05845500e+002 	
+9.00000000e-002 	+2.04429800e+002 	+9.00000000e-002 	+2.05845500e+002 	
+9.10000000e-002 	+2.04429800e+002 	+9.10000000e-002 	+2.05845500e+002 	
+9.22500000e-002 	+2.04429800e+002 	+9.22500000e-002 	+2.05845500e+002 	
+9.40000000e-002 	+2.04429800e+002 	+9.40000000e-002 	+2.05845500e+002 	
+9.50000000e-002 	+2.04429800e+002 	+9.50000000e-002 	+2.05845500e+002 	
+9.60000000e-002 	+2.04429800e+002 	+9.60000000e-002 	+2.05845500e+002 	
+9.70000000e-002 	+2.04429800e+002 	+9.70000000e-002 	+2.05845500e+002 	
+9.80000000e-002 	+2.04429800e+002 	+9.80000000e-002 	+2.05845500e+002 	
+9.90000000e-002 	+2.04429800e+002 	+9.90000000e-002 	+2.05845500e+002 	
+1.00000000e-001 	+2.04429800e+002 	+1.00000000e-001 	+2.05845500e+002 	
+1.01000000e-001 	+2.04429800e+002 	+1.01000000e-001 	+2.05845500e+002 	
+1.02250000e-001 	+2.04429800e+002 	+1.02250000e-001 	+2.05845500e+002 	
+1.04000000e-001 	+2.04429800e+002 	+1.04000000e-001 	+2.05845500e+002 	
+1.05000000e-001 	+2.04429800e+002 	+1.05000000e-001 	+2.05845500e+002 	
+1.06000000e-001 	+2.04429800e+002 	+1.06000000e-001 	+2.05845500e+002 	
+1.07000000e-001 	+2.04429800e+002 	+1.07000000e-001 	+2.05845500e+002 	
+1.08000000e-001 	+2.04429800e+002 	+1.08000000e-001 	+2.05845500e+002 	
+1.09000000e-001 	+2.04429800e+002 	+1.09000000e-001 	+2.05845500e+002 	
+1.10000000e-001 	+2.04429800e+002 	+1.10000000e-001 	+2.05845500e+002 	
+1.11000000e-001 	+2.04429800e+002 	+1.11000000e-001 	+2.05845500e+002 	
+1.12250000e-001 	+2.04429800e+002 	+1.12250000e-001 	+2.05845500e+002 	
+1.14000000e-001 	+2.04429800e+002 	+1.14000000e-001 	+2.05845500e+002 	
+1.15000000e-001 	+2.04429800e+002 	+1.15000000e-001 	+2.05845500e+002 	
+1.16000000e-001 	+2.04429800e+002 	+1.16000000e-001 	+2.05845500e+002 	
+1.17000000e-001 	+2.04429800e+002 	+1.17000000e-001 	+2.05845500e+002 	
+1.18000000e-001 	+2.04429800e+002 	+1.18000000e-001 	+2.05845500e+002 	
+1.19000000e-001 	+2.04429800e+002 	+1.19000000e-001 	+2.05845500e+002 	
+1.20000000e-001 	+2.04429800e+002 	+1.20000000e-001 	+2.05845500e+002 	
+1.21000000e-001 	+2.04429800e+002 	+1.21000000e-001 	+2.05845500e+002 	
+1.22250000e-001 	+2.04429800e+002 	+1.22250000e-001 	+2.05845500e+002 	
+1.24000000e-001 	+2.04429800e+002 	+1.24000000e-001 	+2.05845500e+002 	
+1.25000000e-001 	+2.04429800e+002 	+1.25000000e-001 	+2.05845500e+002 	
+1.26000000e-001 	+2.04429800e+002 	+1.26000000e-001 	+2.05845500e+002 	
+1.27000000e-001 	+2.04429800e+002 	+1.27000000e-001 	+2.05845500e+002 	
+1.28000000e-001 	+2.04429800e+002 	+1.28000000e-001 	+2.05845500e+002 	
+1.29000000e-001 	+2.04429800e+002 	+1.29000000e-001 	+2.05845500e+002 	
+1.30000000e-001 	+2.04429800e+002 	+1.30000000e-001 	+2.05845500e+002 	
+1.31000000e-001 	+2.04429800e+002 	+1.31000000e-001 	+2.05845500e+002 	
+1.32250000e-001 	+2.04429800e+002 	+1.32250000e-001 	+2.05845500e+002 	
+1.34000000e-001 	+2.04429800e+002 	+1.34000000e-001 	+2.05845500e+002 	
+1.35000000e-001 	+2.04429800e+002 	+1.35000000e-001 	+2.05845500e+002 	
+1.36000000e-001 	+2.04429800e+002 	+1.36000000e-001 	+2.05845500e+002 	
+1.37000000e-001 	+2.04429800e+002 	+1.37000000e-001 	+2.05845500e+002 	
+1.38000000e-001 	+2.04429800e+002 	+1.38000000e-001 	+2.05845500e+002 	
+1.39000000e-001 	+2.04429800e+002 	+1.39000000e-001 	+2.05845500e+002 	
+1.40000000e-001 	+2.04429800e+002 	+1.40000000e-001 	+2.05845500e+002 	
+1.41000000e-001 	+2.04429800e+002 	+1.41000000e-001 	+2.05845500e+002 	
+1.42250000e-001 	+2.04429800e+002 	+1.42250000e-001 	+2.05845500e+002 	
+1.44000000e-001 	+2.04429800e+002 	+1.44000000e-001 	+2.05845500e+002 	
+1.45000000e-001 	+2.04429800e+002 	+1.45000000e-001 	+2.05845500e+002 	
+1.46000000e-001 	+2.04429800e+002 	+1.46000000e-001 	+2.05845500e+002 	
+1.47000000e-001 	+2.04429800e+002 	+1.47000000e-001 	+2.05845500e+002 	
+1.48000000e-001 	+2.04429800e+002 	+1.48000000e-001 	+2.05845500e+002 	
+1.49000000e-001 	+2.04429800e+002 	+1.49000000e-001 	+2.05845500e+002 	
+1.50000000e-001 	+2.04429800e+002 	+1.50000000e-001 	+2.05845500e+002 	
+1.51000000e-001 	+2.04429800e+002 	+1.51000000e-001 	+2.05845500e+002 	
+1.52250000e-001 	+2.04429800e+002 	+1.52250000e-001 	+2.05845500e+002 	
+1.54000000e-001 	+2.04429800e+002 	+1.54000000e-001 	+2.05845500e+002 	
+1.55000000e-001 	+2.04429800e+002 	+1.55000000e-001 	+2.05845500e+002 	
+1.56000000e-001 	+2.04429800e+002 	+1.56000000e-001 	+2.05845500e+002 	
+1.57000000e-001 	+2.04429800e+002 	+1.57000000e-001 	+2.05845500e+002 	
+1.58000000e-001 	+2.04429800e+002 	+1.58000000e-001 	+2.05845500e+002 	
+1.59000000e-001 	+2.04429800e+002 	+1.59000000e-001 	+2.05845500e+002 	
+1.60000000e-001 	+2.04429800e+002 	+1.60000000e-001 	+2.05845500e+002 	
+1.61000000e-001 	+2.04429800e+002 	+1.61000000e-001 	+2.05845500e+002 	
+1.62250000e-001 	+2.04429800e+002 	+1.62250000e-001 	+2.05845500e+002 	
+1.64000000e-001 	+2.04429800e+002 	+1.64000000e-001 	+2.05845500e+002 	
+1.65000000e-001 	+2.04429800e+002 	+1.65000000e-001 	+2.05845500e+002 	
+1.66000000e-001 	+2.04429800e+002 	+1.66000000e-001 	+2.05845500e+002 	
+1.67000000e-001 	+2.04429800e+002 	+1.67000000e-001 	+2.05845500e+002 	
+1.68000000e-001 	+2.04429800e+002 	+1.68000000e-001 	+2.05845500e+002 	
+1.69000000e-001 	+2.04429800e+002 	+1.69000000e-001 	+2.05845500e+002 	
+1.70000000e-001 	+2.04429800e+002 	+1.70000000e-001 	+2.05845500e+002 	
+1.71000000e-001 	+2.04429800e+002 	+1.71000000e-001 	+2.05845500e+002 	
+1.72250000e-001 	+2.04429800e+002 	+1.72250000e-001 	+2.05845500e+002 	
+1.74000000e-001 	+2.04429800e+002 	+1.74000000e-001 	+2.05845500e+002 	
+1.75000000e-001 	+2.04429800e+002 	+1.75000000e-001 	+2.05845500e+002 	
+1.76000000e-001 	+2.04429800e+002 	+1.76000000e-001 	+2.05845500e+002 	
+1.77000000e-001 	+2.04429800e+002 	+1.77000000e-001 	+2.05845500e+002 	
+1.78000000e-001 	+2.04429800e+002 	+1.78000000e-001 	+2.05845500e+002 	
+1.79000000e-001 	+2.04429800e+002 	+1.79000000e-001 	+2.05845500e+002 	
+1.80000000e-001 	+2.04429800e+002 	+1.80000000e-001 	+2.05845500e+002 	
+1.81000000e-001 	+2.04429800e+002 	+1.81000000e-001 	+2.05845500e+002 	
+1.82250000e-001 	+2.04429800e+002 	+1.82250000e-001 	+2.05845500e+002 	
+1.84000000e-001 	+2.04429800e+002 	+1.84000000e-001 	+2.05845500e+002 	
+1.85000000e-001 	+2.04429800e+002 	+1.85000000e-001 	+2.05845500e+002 	
+1.86000000e-001 	+2.04429800e+002 	+1.86000000e-001 	+2.05845500e+002 	
+1.87000000e-001 	+2.04429800e+002 	+1.87000000e-001 	+2.05845500e+002 	
+1.88000000e-001 	+2.04429800e+002 	+1.88000000e-001 	+2.05845500e+002 	
+1.89000000e-001 	+2.04429800e+002 	+1.89000000e-001 	+2.05845500e+002 	
+1.90000000e-001 	+2.04429800e+002 	+1.90000000e-001 	+2.05845500e+002 	
+1.91000000e-001 	+2.04429800e+002 	+1.91000000e-001 	+2.05845500e+002 	
+1.92250000e-001 	+2.04429800e+002 	+1.92250000e-001 	+2.05845500e+002 	
+1.94000000e-001 	+2.04429800e+002 	+1.94000000e-001 	+2.05845500e+002 	
+1.95000000e-001 	+2.04429800e+002 	+1.95000000e-001 	+2.05845500e+002 	
+1.96000000e-001 	+2.04429800e+002 	+1.96000000e-001 	+2.05845500e+002 	
+1.97000000e-001 	+2.04429800e+002 	+1.97000000e-001 	+2.05845500e+002 	
+1.98000000e-001 	+2.04429800e+002 	+1.98000000e-001 	+2.05845500e+002 	
+1.99000000e-001 	+2.04429800e+002 	+1.99000000e-001 	+2.05845500e+002 	
+2.00000000e-001 	+2.04429800e+002 	+2.00000000e-001 	+2.05845500e+002 	
+2.01000000e-001 	+2.04429800e+002 	+2.01000000e-001 	+2.05845500e+002 	
+2.02250000e-001 	+2.04429800e+002 	+2.02250000e-001 	+2.05845500e+002 	
+2.04000000e-001 	+2.04429800e+002 	+2.04000000e-001 	+2.05845500e+002 	
+2.05000000e-001 	+2.04429800e+002 	+2.05000000e-001 	+2.05845500e+002 	
+2.06000000e-001 	+2.04429800e+002 	+2.06000000e-001 	+2.05845500e+002 	
+2.07000000e-001 	+2.04429800e+002 	+2.07000000e-001 	+2.05845500e+002 	
+2.08000000e-001 	+2.04429800e+002 	+2.08000000e-001 	+2.05845500e+002 	
+2.09000000e-001 	+2.04429800e+002 	+2.09000000e-001 	+2.05845500e+002 	
+2.10000000e-001 	+2.04429800e+002 	+2.10000000e-001 	+2.05845500e+002 	
+2.11000000e-001 	+2.04429800e+002 	+2.11000000e-001 	+2.05845500e+002 	
+2.12250000e-001 	+2.04429800e+002 	+2.12250000e-001 	+2.05845500e+002 	
+2.14000000e-001 	+2.04429800e+002 	+2.14000000e-001 	+2.05845500e+002 	
+2.15000000e-001 	+2.04429800e+002 	+2.15000000e-001 	+2.05845500e+002 	
+2.16000000e-001 	+2.04429800e+002 	+2.16000000e-001 	+2.05845500e+002 	
+2.17000000e-001 	+2.04429800e+002 	+2.17000000e-001 	+2.05845500e+002 	
+2.18000000e-001 	+2.04429800e+002 	+2.18000000e-001 	+2.05845500e+002 	
+2.19000000e-001 	+2.04429800e+002 	+2.19000000e-001 	+2.05845500e+002 	
+2.20000000e-001 	+2.04429800e+002 	+2.20000000e-001 	+2.05845500e+002 	
+2.21000000e-001 	+2.04429800e+002 	+2.21000000e-001 	+2.05845500e+002 	
+2.22250000e-001 	+2.04429800e+002 	+2.22250000e-001 	+2.05845500e+002 	
+2.24000000e-001 	+2.04429800e+002 	+2.24000000e-001 	+2.05845500e+002 	
+2.25000000e-001 	+2.04429800e+002 	+2.25000000e-001 	+2.05845500e+002 	
+2.26000000e-001 	+2.04429800e+002 	+2.26000000e-001 	+2.05845500e+002 	
+2.27000000e-001 	+2.04429800e+002 	+2.27000000e-001 	+2.05845500e+002 	
+2.28000000e-001 	+2.04429800e+002 	+2.28000000e-001 	+2.05845500e+002 	
+2.29000000e-001 	+2.04429800e+002 	+2.29000000e-001 	+2.05845500e+002 	
+2.30000000e-001 	+2.04429800e+002 	+2.30000000e-001 	+2.05845500e+002 	
+2.31000000e-001 	+2.04429800e+002 	+2.31000000e-001 	+2.05845500e+002 	
+2.32250000e-001 	+2.04429800e+002 	+2.32250000e-001 	+2.05845500e+002 	
+2.34000000e-001 	+2.04429800e+002 	+2.34000000e-001 	+2.05845500e+002 	
+2.35000000e-001 	+2.04429800e+002 	+2.35000000e-001 	+2.05845500e+002 	
+2.36000000e-001 	+2.04429800e+002 	+2.36000000e-001 	+2.05845500e+002 	
+2.37000000e-001 	+2.04429800e+002 	+2.37000000e-001 	+2.05845500e+002 	
+2.38000000e-001 	+2.04429800e+002 	+2.38000000e-001 	+2.05845500e+002 	
+2.39000000e-001 	+2.04429800e+002 	+2.39000000e-001 	+2.05845500e+002 	
+2.40000000e-001 	+2.04429800e+002 	+2.40000000e-001 	+2.05845500e+002 	
+2.41000000e-001 	+2.04429800e+002 	+2.41000000e-001 	+2.05845500e+002 	
+2.42250000e-001 	+2.04429800e+002 	+2.42250000e-001 	+2.05845500e+002 	
+2.43750000e-001 	+2.04429800e+002 	+2.43750000e-001 	+2.05845500e+002 	
+2.45000000e-001 	+2.04429800e+002 	+2.45000000e-001 	+2.05845500e+002 	
+2.46000000e-001 	+2.04429800e+002 	+2.46000000e-001 	+2.05845500e+002 	
+2.47000000e-001 	+2.04429800e+002 	+2.47000000e-001 	+2.05845500e+002 	
+2.48000000e-001 	+2.04429800e+002 	+2.48000000e-001 	+2.05845500e+002 	
+2.49000000e-001 	+2.04429800e+002 	+2.49000000e-001 	+2.05845500e+002 	
+2.50000000e-001 	+2.04429800e+002 	+2.50000000e-001 	+2.05845500e+002 	
+2.51000000e-001 	+2.04429800e+002 	+2.51000000e-001 	+2.05845500e+002 	
+2.52250000e-001 	+2.04429800e+002 	+2.52250000e-001 	+2.05845500e+002 	
+2.54000000e-001 	+2.04429800e+002 	+2.54000000e-001 	+2.05845500e+002 	
+2.55000000e-001 	+2.04429800e+002 	+2.55000000e-001 	+2.05845500e+002 	
+2.56000000e-001 	+2.04429800e+002 	+2.56000000e-001 	+2.05845500e+002 	
+2.57000000e-001 	+2.04429800e+002 	+2.57000000e-001 	+2.05845500e+002 	
+2.58000000e-001 	+2.04429800e+002 	+2.58000000e-001 	+2.05845500e+002 	
+2.59000000e-001 	+2.04429800e+002 	+2.59000000e-001 	+2.05845500e+002 	
+2.60000000e-001 	+2.04429800e+002 	+2.60000000e-001 	+2.05845500e+002 	
+2.61000000e-001 	+2.04429800e+002 	+2.61000000e-001 	+2.05845500e+002 	
+2.62250000e-001 	+2.04429800e+002 	+2.62250000e-001 	+2.05845500e+002 	
+2.64000000e-001 	+2.04429800e+002 	+2.64000000e-001 	+2.05845500e+002 	
+2.65000000e-001 	+2.04429800e+002 	+2.65000000e-001 	+2.05845500e+002 	
+2.66000000e-001 	+2.04429800e+002 	+2.66000000e-001 	+2.05845500e+002 	
+2.67000000e-001 	+2.04429800e+002 	+2.67000000e-001 	+2.05845500e+002 	
+2.68000000e-001 	+2.04429800e+002 	+2.68000000e-001 	+2.05845500e+002 	
+2.69000000e-001 	+2.04429800e+002 	+2.69000000e-001 	+2.05845500e+002 	
+2.70000000e-001 	+2.04429800e+002 	+2.70000000e-001 	+2.05845500e+002 	
+2.71000000e-001 	+2.04429800e+002 	+2.71000000e-001 	+2.05845500e+002 	
+2.72250000e-001 	+2.04429800e+002 	+2.72250000e-001 	+2.05845500e+002 	
+2.74000000e-001 	+2.04429800e+002 	+2.74000000e-001 	+2.05845500e+002 	
+2.75000000e-001 	+2.04429800e+002 	+2.75000000e-001 	+2.05845500e+002 	
+2.76000000e-001 	+2.04429800e+002 	+2.76000000e-001 	+2.05845500e+002 	
+2.77000000e-001 	+2.04429800e+002 	+2.77000000e-001 	+2.05845500e+002 	
+2.78000000e-001 	+2.04429800e+002 	+2.78000000e-001 	+2.05845500e+002 	
+2.79000000e-001 	+2.04429800e+002 	+2.79000000e-001 	+2.05845500e+002 	
+2.80000000e-001 	+2.04429800e+002 	+2.80000000e-001 	+2.05845500e+002 	
+2.81000000e-001 	+2.04429800e+002 	+2.81000000e-001 	+2.05845500e+002 	
+2.82250000e-001 	+2.04429800e+002 	+2.82250000e-001 	+2.05845500e+002 	
+2.84000000e-001 	+2.04429800e+002 	+2.84000000e-001 	+2.05845500e+002 	
+2.85000000e-001 	+2.04429800e+002 	+2.85000000e-001 	+2.05845500e+002 	
+2.86000000e-001 	+2.04429800e+002 	+2.86000000e-001 	+2.05845500e+002 	
+2.87000000e-001 	+2.04429800e+002 	+2.87000000e-001 	+2.05845500e+002 	
+2.88000000e-001 	+2.04429800e+002 	+2.88000000e-001 	+2.05845500e+002 	
+2.89000000e-001 	+2.04429800e+002 	+2.89000000e-001 	+2.05845500e+002 	
+2.90000000e-001 	+2.04429800e+002 	+2.90000000e-001 	+2.05845500e+002 	
+2.91000000e-001 	+2.04429800e+002 	+2.91000000e-001 	+2.05845500e+002 	
+2.92250000e-001 	+2.04429800e+002 	+2.92250000e-001 	+2.05845500e+002 	
+2.94000000e-001 	+2.04429800e+002 	+2.94000000e-001 	+2.05845500e+002 	
+2.95000000e-001 	+2.04429800e+002 	+2.95000000e-001 	+2.05845500e+002 	
+2.96000000e-001 	+2.04429800e+002 	+2.96000000e-001 	+2.05845500e+002 	
+2.97000000e-001 	+2.04429800e+002 	+2.97000000e-001 	+2.05845500e+002 	
+2.98000000e-001 	+2.04429800e+002 	+2.98000000e-001 	+2.05845500e+002 	
+2.99000000e-001 	+2.04429800e+002 	+2.99000000e-001 	+2.05845500e+002 	
+3.00000000e-001 	+2.04429800e+002 	+3.00000000e-001 	+2.05845500e+002 	
+3.01000000e-001 	+2.04429800e+002 	+3.01000000e-001 	+2.05845500e+002 	
+3.02250000e-001 	+2.04429800e+002 	+3.02250000e-001 	+2.05845500e+002 	
+3.04000000e-001 	+2.04429800e+002 	+3.04000000e-001 	+2.05845500e+002 	
+3.05000000e-001 	+2.04429800e+002 	+3.05000000e-001 	+2.05845500e+002 	
+3.06000000e-001 	+2.04429800e+002 	+3.06000000e-001 	+2.05845500e+002 	
+3.07000000e-001 	+2.04429800e+002 	+3.07000000e-001 	+2.05845500e+002 	
+3.08000000e-001 	+2.04429800e+002 	+3.08000000e-001 	+2.05845500e+002 	
+3.09000000e-001 	+2.04429800e+002 	+3.09000000e-001 	+2.05845500e+002 	
+3.10000000e-001 	+2.04429800e+002 	+3.10000000e-001 	+2.05845500e+002 	
+3.11000000e-001 	+2.04429800e+002 	+3.11000000e-001 	+2.05845500e+002 	
+3.12250000e-001 	+2.04429800e+002 	+3.12250000e-001 	+2.05845500e+002 	
+3.14000000e-001 	+2.04429800e+002 	+3.14000000e-001 	+2.05845500e+002 	
+3.15000000e-001 	+2.04429800e+002 	+3.15000000e-001 	+2.05845500e+002 	
+3.16000000e-001 	+2.04429800e+002 	+3.16000000e-001 	+2.05845500e+002 	
+3.17000000e-001 	+2.04429800e+002 	+3.17000000e-001 	+2.05845500e+002 	
+3.18000000e-001 	+2.04429800e+002 	+3.18000000e-001 	+2.05845500e+002 	
+3.19000000e-001 	+2.04429800e+002 	+3.19000000e-001 	+2.05845500e+002 	
+3.20000000e-001 	+2.04429800e+002 	+3.20000000e-001 	+2.05845500e+002 	
+3.21000000e-001 	+2.04429800e+002 	+3.21000000e-001 	+2.05845500e+002 	
+3.22250000e-001 	+2.04429800e+002 	+3.22250000e-001 	+2.05845500e+002 	
+3.24000000e-001 	+2.04429800e+002 	+3.24000000e-001 	+2.05845500e+002 	
+3.25000000e-001 	+2.04429800e+002 	+3.25000000e-001 	+2.05845500e+002 	
+3.26000000e-001 	+2.04429800e+002 	+3.26000000e-001 	+2.05845500e+002 	
+3.27000000e-001 	+2.04429800e+002 	+3.27000000e-001 	+2.05845500e+002 	
+3.28000000e-001 	+2.04429800e+002 	+3.28000000e-001 	+2.05845500e+002 	
+3.29000000e-001 	+2.04429800e+002 	+3.29000000e-001 	+2.05845500e+002 	
+3.30000000e-001 	+2.04429800e+002 	+3.30000000e-001 	+2.05845500e+002 	
+3.31000000e-001 	+2.04429800e+002 	+3.31000000e-001 	+2.05845500e+002 	
+3.32250000e-001 	+2.04429800e+002 	+3.32250000e-001 	+2.05845500e+002 	
+3.34000000e-001 	+2.04429800e+002 	+3.34000000e-001 	+2.05845500e+002 	
+3.35000000e-001 	+2.04429800e+002 	+3.35000000e-001 	+2.05845500e+002 	
+3.36000000e-001 	+2.04429800e+002 	+3.36000000e-001 	+2.05845500e+002 	
+3.37000000e-001 	+2.04429800e+002 	+3.37000000e-001 	+2.05845500e+002 	
+3.38000000e-001 	+2.04429800e+002 	+3.38000000e-001 	+2.05845500e+002 	
+3.39000000e-001 	+2.04429800e+002 	+3.39000000e-001 	+2.05845500e+002 	
